word,tag,x_coord,y_coord,count,frequence,opacity,pos_tag,true_tag
Like,Other,63.29,7.16,21001,0.011997,1.0,IN,other
One,Other,57.13,50.85,16166,0.009235,1.0,CD,other
Said,Verb,15.12,107.7,15940,0.0091059,1.0,VBD,verb
Get,Verb,28.45,97.72,14648,0.0083678,1.0,VB,verb
Go,Verb,25.56,98.17,13872,0.007924500000000001,1.0,VB,verb
Back,Adverb,89.93,40.0,12848,0.0073395,1.0,RB,adverb
See,Verb,79.91,6.64,11826,0.0067557,1.0,VB,verb
Going,Verb,37.14,46.93,11752,0.0067134000000000004,1.0,VBG,verb
Went,Verb,96.88,-7.57,11439,0.006534600000000001,1.0,VBD,verb
Something,Noun,-4.38,98.53,11272,0.0064392,1.0,NN,noun
People,Noun,58.7,56.46,10944,0.0062518999999999995,1.0,NNS,noun
Got,Verb,97.9,-7.98,9904,0.0056578,1.0,VBD,verb
Room,Noun,68.07,45.19,9791,0.0055931999999999996,1.0,NN,noun
Around,Other,109.46,-20.28,8152,0.004656899999999999,1.0,IN,other
Dont,Verb,13.53,95.32,8021,0.0045821,1.0,VBP,verb
Know,Verb,2.14,103.13,7616,0.0043507,1.0,VB,verb
Didnt,Verb,-3.49,109.86,7576,0.0043279,1.0,VBP,verb
House,Noun,8.51,51.8,7508,0.004289,1.0,NN,noun
Think,Verb,1.92,103.57,7448,0.004254699999999999,1.0,VBP,verb
Us,Other,59.74,56.53,7218,0.004123399999999999,1.0,PRP,other
Would,Other,-1.94,109.42,7111,0.0040622,1.0,MD,other
Guy,Noun,88.67,-11.65,6565,0.0037503,1.0,NN,noun
Mom,Proper Noun,16.72,52.11,6515,0.0037218000000000004,1.0,NNP,proper noun
Say,Verb,20.27,98.74,6090,0.003479,1.0,VBP,verb
Car,Noun,119.49,-24.75,5963,0.0034064,1.0,NN,noun
Two,Other,56.44,50.51,5922,0.0033829999999999997,1.0,CD,other
Really,Adverb,2.27,99.63,5892,0.0033659,1.0,RB,adverb
Came,Verb,96.79,-7.66,5742,0.0032802,1.0,VBD,verb
Thing,Noun,84.88,-6.63,5709,0.0032613,1.0,NN,noun
Someone,Noun,-5.04,98.96,5677,0.003243,1.0,NN,noun
Could,Other,-2.6,109.22,5552,0.0031715999999999997,1.0,MD,other
Time,Noun,-17.13,101.51,5380,0.0030734,1.0,NN,noun
Little,Adjective,65.27,7.27,4884,0.00279,1.0,JJ,adjective
Left,Verb,-12.83,112.63,4768,0.0027238,1.0,VBD,verb
Says,Verb,20.28,98.67,4753,0.0027151999999999996,1.0,VBZ,verb
Look,Verb,79.98,6.63,4751,0.0027140999999999997,1.0,VBP,verb
School,Noun,-51.55,99.29,4739,0.0027072,1.0,NN,noun
Kind,Noun,8.84,105.89,4703,0.0026866,1.0,NN,noun
Place,Noun,87.5,-44.7,4694,0.0026815000000000003,1.0,NN,noun
Trying,Verb,97.51,-16.77,4682,0.0026746,1.0,VBG,verb
Put,Verb,62.8,25.57,4620,0.0026392,1.0,VB,verb
Things,Noun,66.2,28.63,4612,0.0026346,1.0,NNS,noun
Woman,Noun,34.6,72.27,4605,0.0026306,1.0,NN,noun
Another,Other,23.11,46.05,4553,0.0026009,1.0,DT,other
Remember,Verb,1.65,104.19,4397,0.0025118000000000002,1.0,VB,verb
Home,Noun,13.11,52.43,4234,0.0024186999999999998,1.0,NN,noun
Talking,Verb,-12.45,88.62,4160,0.0023764,1.0,VBG,verb
Way,Noun,110.76,-23.02,4155,0.0023736,1.0,NN,noun
Girl,Noun,-71.85,80.2,4112,0.002349,1.0,NN,noun
Asked,Verb,15.12,107.77,4101,0.0023427,1.0,VBD,verb
Next,Adjective,69.58,57.88,4096,0.0023399000000000002,1.0,JJ,adjective
Take,Verb,54.75,40.78,4079,0.0023302,1.0,VB,verb
Started,Verb,92.61,-11.02,3999,0.0022845,1.0,VBD,verb
Told,Verb,-7.92,108.79,3959,0.0022616,1.0,VBD,verb
Big,Adjective,103.23,-1.56,3953,0.0022581999999999997,1.0,JJ,adjective
Away,Adverb,99.77,-18.2,3916,0.0022370999999999997,1.0,RB,adverb
Find,Verb,-19.22,111.87,3901,0.0022285,1.0,VB,verb
Thought,Verb,-8.19,106.81,3896,0.0022256,1.0,VBD,verb
Dream,Noun,49.44,62.53,3834,0.0021902,1.0,NN,noun
Looking,Verb,81.72,4.66,3815,0.0021794,1.0,VBG,verb
Dad,Proper Noun,16.73,52.14,3796,0.0021685,1.0,NNP,proper noun
Stuff,Noun,66.02,28.79,3796,0.0021685,1.0,NN,noun
Outside,Other,105.58,10.74,3735,0.0021337,1.0,IN,other
Right,Adjective,110.69,-4.65,3706,0.0021171,1.0,JJ,adjective
Saw,Verb,95.17,-5.86,3701,0.0021142,1.0,VBD,verb
Ezra,Proper Noun,16.68,51.48,3658,0.0020897,1.0,NNP,proper noun
Cant,Verb,13.48,95.62,3582,0.0020463,1.0,VBP,verb
Wanted,Verb,-4.75,107.38,3532,0.0020177,1.0,VBD,verb
First,Adjective,61.74,51.69,3498,0.0019983,1.0,JJ,adjective
Looked,Verb,94.94,-5.43,3486,0.0019914,1.0,VBD,verb
Walk,Verb,113.1,-20.43,3484,0.0019903,1.0,VBP,verb
Water,Noun,99.37,-44.82,3359,0.0019189,1.0,NN,noun
Well,Noun,5.07,99.58,3355,0.0019166,1.0,NN,noun
Front,Noun,69.75,60.64,3348,0.0019125999999999998,1.0,NN,noun
Tell,Verb,18.58,96.74,3318,0.0018954,1.0,VB,verb
Wasnt,Verb,-6.4,111.13,3255,0.0018594000000000002,1.0,VBP,verb
Friend,Noun,0.85,43.55,3183,0.0018183,1.0,NN,noun
Old,Adjective,37.9,98.44,3167,0.0018092,1.0,JJ,adjective
Later,Proper Noun,-11.44,110.8,3159,0.0018046,1.0,NNP,proper noun
Feel,Verb,35.02,84.72,3135,0.0017909000000000004,1.0,VBP,verb
Sitting,Verb,68.26,56.99,3120,0.0017823000000000001,1.0,VBG,verb
Walking,Verb,113.15,-20.42,3041,0.0017372,1.0,VBG,verb
Getting,Verb,56.52,40.03,3019,0.0017246,1.0,VBG,verb
Different,Adjective,74.36,20.79,2974,0.0016989000000000001,1.0,JJ,adjective
Side,Noun,110.62,-4.61,2938,0.0016784000000000002,1.0,NN,noun
Small,Adjective,84.05,10.23,2907,0.0016607,1.0,JJ,adjective
Bed,Noun,54.08,63.7,2882,0.0016464000000000001,1.0,NN,noun
Still,Adverb,-1.54,106.44,2846,0.0016258,1.0,RB,adverb
Make,Verb,5.64,92.78,2841,0.0016228999999999998,1.0,VB,verb
Good,Adjective,-9.45,83.27,2798,0.0015984000000000007,1.0,JJ,adjective
Couldnt,Verb,97.9,-16.09,2761,0.0015772,1.0,VBP,verb
Long,Adjective,94.57,34.19,2753,0.0015727,1.0,JJ,adjective
Leave,Verb,27.02,98.86,2619,0.0014960999999999998,1.0,VB,verb
Took,Verb,60.17,24.73,2615,0.0014938,1.0,VBD,verb
Work,Noun,-32.17,97.94,2603,0.0014869999999999998,1.0,NN,noun
Called,Verb,-28.51,109.95,2578,0.0014727,1.0,VBD,verb
Comes,Verb,34.8,73.86,2540,0.001451,1.0,VBZ,verb
Though,Other,5.16,105.63,2537,0.0014493,1.0,IN,other
Try,Verb,36.63,68.72,2482,0.0014179,1.0,VBP,verb
Made,Verb,50.1,15.02,2454,0.0014019,1.0,VBD,verb
Ask,Verb,20.31,97.36,2445,0.0013967,1.0,VBP,verb
Much,Adjective,3.14,96.28,2408,0.0013755999999999998,1.0,JJ,adjective
Else,Adverb,-2.9,101.06,2398,0.0013699,1.0,RB,adverb
Bit,Noun,65.0,7.27,2395,0.0013682,1.0,NN,noun
Kept,Verb,92.33,-11.37,2386,0.001363,1.0,VBD,verb
Hes,Proper Noun,15.3,97.86,2373,0.0013556,1.0,NNP,proper noun
Floor,Noun,95.94,5.8,2357,0.0013465,1.0,NN,noun
Thinking,Verb,-8.11,106.69,2348,0.0013413000000000001,1.0,VBG,verb
Black,Adjective,87.32,21.34,2341,0.0013373,1.0,JJ,adjective
Maybe,Adverb,6.45,102.47,2336,0.0013345,1.0,RB,adverb
Help,Verb,29.44,95.36,2304,0.0013162,1.0,VB,verb
Others,Noun,59.34,56.5,2296,0.0013116,1.0,NNS,noun
Coming,Verb,110.12,-15.46,2276,0.0013002,1.0,VBG,verb
Talk,Verb,18.2,96.98,2269,0.0012962,1.0,VB,verb
Realized,Verb,-11.45,107.0,2261,0.0012916,1.0,VBD,verb
Ran,Verb,95.24,-13.81,2244,0.0012819,1.0,VBD,verb
Even,Adverb,3.79,104.74,2236,0.0012772999999999999,1.0,RB,adverb
Watching,Verb,-71.76,70.93,2227,0.0012722,1.0,VBG,verb
Behind,Other,69.27,62.24,2221,0.0012687999999999998,1.0,IN,other
Saying,Verb,13.68,104.34,2211,0.0012630999999999999,1.0,VBG,verb
Open,Adjective,104.07,12.36,2208,0.0012613,1.0,JJ,adjective
Found,Verb,60.34,41.24,2203,0.0012585,1.0,VBD,verb
Building,Noun,105.96,3.85,2175,0.0012425000000000001,1.0,NN,noun
Near,Other,114.82,-16.59,2157,0.0012322000000000001,1.0,IN,other
Table,Noun,68.34,54.58,2087,0.0011922,1.0,NN,noun
Friends,Noun,0.8,43.5,2075,0.0011854,1.0,NNS,noun
Three,Other,56.27,50.36,2068,0.0011814,1.0,CD,other
Lot,Noun,31.78,34.21,2065,0.0011797,1.0,NN,noun
Playing,Verb,-32.95,90.74,2037,0.0011637000000000002,1.0,VBG,verb
Class,Noun,-53.46,94.72,2031,0.0011602000000000001,1.0,NN,noun
Knew,Verb,-8.21,110.24,2015,0.0011511,1.0,VBD,verb
Night,Noun,-20.4,102.65,2005,0.0011454,1.0,NN,noun
Top,Noun,94.7,5.02,1999,0.0011419,1.0,NN,noun
Lots,Noun,69.76,23.49,1965,0.0011225,1.0,NNS,noun
High,Adjective,-51.38,100.42,1952,0.0011151,1.0,JJ,adjective
Somewhere,Adverb,-5.1,98.8,1951,0.0011145,1.0,RB,adverb
Group,Noun,-45.75,76.26,1951,0.0011145,1.0,NN,noun
Shop,Noun,34.14,33.86,1946,0.0011117000000000002,1.0,NN,noun
Area,Noun,104.25,5.42,1942,0.0011094000000000002,1.0,NN,noun
Person,Noun,85.32,-10.54,1936,0.001106,1.0,NN,noun
Movie,Noun,-71.75,70.91,1922,0.001098,1.0,NN,noun
Sort,Noun,8.63,105.65,1917,0.0010951,1.0,NN,noun
White,Adjective,86.89,21.01,1902,0.0010865,1.0,JJ,adjective
Inside,Other,105.42,11.05,1882,0.0010750999999999998,1.0,IN,other
Head,Noun,49.37,80.2,1870,0.0010683,1.0,NN,noun
Walked,Verb,95.48,-6.37,1868,0.0010670999999999999,1.0,VBD,verb
Mother,Noun,0.8,51.21,1868,0.0010670999999999999,1.0,NN,noun
Turned,Verb,103.33,-10.73,1859,0.001062,1.0,VBD,verb
Hand,Noun,50.33,81.93,1838,0.00105,1.0,NN,noun
New,Adjective,37.84,98.72,1837,0.0010494000000000002,1.0,JJ,adjective
Sure,Adjective,4.83,102.83,1805,0.0010311,1.0,JJ,adjective
Actually,Adverb,-6.71,111.46,1804,0.0010306,1.0,RB,adverb
Road,Noun,116.26,-23.58,1800,0.0010283,1.0,NN,noun
Show,Noun,-68.14,71.57,1796,0.001026,1.0,NN,noun
Part,Noun,49.16,52.57,1791,0.0010231,1.0,NN,noun
Run,Verb,92.57,-16.6,1788,0.0010214,1.0,VB,verb
Together,Adverb,29.85,84.73,1786,0.0010203,1.0,RB,adverb
Anything,Noun,1.35,97.27,1785,0.0010197000000000001,1.0,NN,noun
Start,Verb,17.32,88.75,1781,0.0010174,1.0,VBP,verb
Tried,Verb,97.37,-16.37,1775,0.0010140000000000001,1.0,VBD,verb
Last,Adjective,-16.16,99.7,1773,0.0010128000000000001,1.0,JJ,adjective
Name,Noun,-34.72,108.69,1766,0.0010088,1.0,NN,noun
Father,Noun,0.08,51.01,1762,0.0010066,1.0,NN,noun
Doesnt,Verb,13.62,94.85,1761,0.001006,1.0,VBZ,verb
Oh,Proper Noun,14.96,105.5,1756,0.0010031,1.0,NNP,proper noun
Id,Proper Noun,-13.88,106.97,1753,0.0010014,1.0,NNP,proper noun
Lady,Noun,31.19,28.53,1751,0.0010003,1.0,NN,noun
Baby,Noun,38.06,91.83,1741,0.0009946,1.0,NN,noun
Window,Noun,102.01,11.08,1740,0.0009939999999999999,1.0,NN,noun
Keep,Verb,31.19,98.88,1733,0.00099,1.0,VB,verb
Turn,Verb,93.75,16.28,1728,0.0009871,1.0,VB,verb
Large,Adjective,84.93,10.17,1727,0.0009866,1.0,JJ,adjective
Woke,Verb,52.22,63.19,1722,0.0009837,1.0,VBD,verb
Finally,Adverb,30.27,97.14,1710,0.0009769,1.0,RB,adverb
Hair,Noun,94.33,33.4,1710,0.0009769,1.0,NN,noun
Bad,Adjective,88.0,-12.45,1709,0.0009763,1.0,JJ,adjective
Looks,Verb,36.18,72.83,1704,0.0009734,1.0,VBZ,verb
Let,Verb,-2.36,110.22,1702,0.0009722999999999999,1.0,VB,verb
Driving,Verb,118.0,-25.17,1700,0.0009711,1.0,VBG,verb
Standing,Verb,68.38,60.63,1696,0.0009689,1.0,VBG,verb
Street,Noun,115.72,-20.65,1682,0.0009609,1.0,NN,noun
Thats,Noun,5.46,99.71,1680,0.0009597000000000002,1.0,NN,noun
Realize,Verb,13.01,90.82,1677,0.000958,1.0,VBP,verb
Wall,Noun,93.12,9.8,1672,0.0009551000000000001,1.0,NN,noun
Young,Adjective,39.73,94.71,1667,0.0009523,1.0,JJ,adjective
Everyone,Noun,-59.38,94.51,1645,0.0009397,1.0,NN,noun
Day,Noun,-19.92,101.96,1642,0.000938,1.0,NN,noun
Huge,Adjective,103.15,-1.37,1615,0.0009226000000000001,1.0,JJ,adjective
Real,Adjective,36.74,57.09,1615,0.0009226000000000001,1.0,JJ,adjective
Gave,Verb,46.36,37.66,1615,0.0009226000000000001,1.0,VBD,verb
Decided,Verb,-4.61,106.98,1611,0.0009203,1.0,VBD,verb
Phone,Noun,-27.37,111.73,1592,0.0009094,1.0,NN,noun
Give,Verb,41.05,62.62,1565,0.0008939999999999998,1.0,VB,verb
Across,Other,111.52,-20.0,1559,0.0008906000000000002,1.0,IN,other
Dark,Adjective,91.85,16.74,1556,0.0008889,1.0,JJ,adjective
Stop,Verb,119.06,-27.97,1547,0.0008837,1.0,VB,verb
Weird,Adjective,-68.27,83.43,1546,0.0008832000000000002,1.0,JJ,adjective
Ive,Proper Noun,-11.23,99.82,1538,0.0008786,1.0,NNP,proper noun
Call,Verb,-27.33,111.59,1538,0.0008786,1.0,VB,verb
Play,Verb,-31.83,90.51,1535,0.0008769,1.0,VB,verb
Eugene,Proper Noun,-56.98,92.17,1528,0.0008728999999999999,1.0,NNP,proper noun
Point,Noun,74.64,-9.81,1517,0.0008666,1.0,NN,noun
Many,Adjective,74.97,22.07,1508,0.0008615000000000001,1.0,JJ,adjective
Close,Adverb,51.2,72.33,1500,0.0008569,1.0,RB,adverb
Along,Other,110.12,-20.55,1494,0.0008535,1.0,IN,other
Working,Verb,-32.3,97.89,1490,0.0008512000000000001,1.0,VBG,verb
Shes,Proper Noun,34.15,74.74,1485,0.0008482999999999999,1.0,NNP,proper noun
Theres,Proper Noun,8.53,104.12,1471,0.0008402999999999999,1.0,NNP,proper noun
Love,Noun,37.93,83.14,1463,0.0008357999999999997,1.0,NN,noun
Guys,Noun,88.6,-11.73,1463,0.0008357999999999997,1.0,NNS,noun
Drive,Verb,118.0,-25.22,1461,0.0008346,1.0,VB,verb
Need,Verb,22.85,95.22,1460,0.000834,1.0,VBP,verb
Bus,Noun,118.15,-27.76,1460,0.000834,1.0,NN,noun
Use,Verb,61.1,31.31,1440,0.0008226,1.0,VB,verb
Game,Noun,-33.32,90.87,1440,0.0008226,1.0,NN,noun
Seems,Verb,5.41,95.08,1434,0.0008192,1.0,VBZ,verb
Running,Verb,92.46,-16.49,1432,0.0008179999999999999,1.0,VBG,verb
Family,Noun,3.6,51.48,1432,0.0008179999999999999,1.0,NN,noun
Supposed,Verb,37.23,46.63,1432,0.0008179999999999999,1.0,VBN,verb
Office,Noun,-52.59,97.27,1427,0.0008152000000000001,1.0,NN,noun
Hear,Verb,33.16,62.53,1414,0.0008077999999999999,1.0,VB,verb
Move,Verb,104.87,-9.0,1400,0.0007997999999999999,1.0,VB,verb
Decide,Verb,25.07,96.79,1396,0.0007974999999999999,1.0,VBP,verb
Wearing,Verb,95.9,29.18,1389,0.0007934999999999999,1.0,VBG,verb
Red,Adjective,86.77,20.69,1386,0.0007918,1.0,JJ,adjective
Clothes,Noun,96.41,27.06,1380,0.0007882999999999999,1.0,NNS,noun
Wouldnt,Verb,-2.51,109.7,1365,0.0007797999999999999,1.0,VBP,verb
Used,Verb,38.88,36.39,1356,0.0007746000000000001,1.0,VBD,verb
Life,Noun,36.74,57.09,1340,0.0007655,1.0,NN,noun
Happened,Verb,-5.13,113.0,1334,0.0007621,1.0,VBD,verb
Stairs,Noun,98.15,6.39,1332,0.0007609,1.0,NNS,noun
Pretty,Adverb,46.86,57.26,1326,0.0007575,1.0,RB,adverb
Reason,Noun,34.69,46.84,1321,0.0007546,1.0,NN,noun
Store,Noun,34.8,34.43,1320,0.0007541000000000001,1.0,NN,noun
Ended,Verb,90.45,-14.2,1296,0.0007404,1.0,VBD,verb
Nice,Adjective,46.87,57.25,1288,0.0007358,1.0,JJ,adjective
Must,Other,14.3,90.37,1288,0.0007358,1.0,MD,other
Set,Verb,71.62,27.79,1285,0.0007341,1.0,VBN,verb
Needed,Verb,-17.05,108.25,1283,0.0007329,1.0,VBD,verb
Gone,Verb,-12.73,112.14,1281,0.0007318,1.0,VBN,verb
Felt,Verb,34.11,85.03,1265,0.0007226,1.0,VBD,verb
Hard,Adjective,94.6,-22.96,1258,0.0007186,1.0,JJ,adjective
Goes,Verb,39.04,67.85,1256,0.0007174999999999999,1.0,VBZ,verb
Light,Noun,93.04,16.46,1255,0.0007168999999999999,1.0,NN,noun
Calvin,Proper Noun,-56.46,92.43,1254,0.0007164,1.0,NNP,proper noun
Boy,Noun,-71.86,80.49,1247,0.0007124,1.0,NN,noun
Taking,Verb,54.64,40.12,1246,0.0007118,1.0,VBG,verb
Done,Verb,-8.64,97.89,1242,0.0007095,1.0,VBN,verb
Bathroom,Noun,70.55,40.02,1242,0.0007095,1.0,NN,noun
May,Other,1.19,39.81,1236,0.0007061,1.0,MD,other
Kids,Noun,-73.15,81.56,1225,0.0006997999999999999,1.0,NNS,noun
Women,Noun,-48.05,72.35,1217,0.0006952000000000001,1.0,NNS,noun
Party,Noun,3.82,53.58,1207,0.0006895,1.0,NN,noun
Sat,Verb,68.41,57.12,1199,0.0006849,1.0,VBD,verb
Girls,Noun,-73.44,81.23,1187,0.0006781000000000001,1.0,NNS,noun
Almost,Adverb,92.49,-24.64,1186,0.0006775,1.0,RB,adverb
Angry,Adjective,19.89,85.6,1183,0.0006758,1.0,JJ,adjective
Wants,Verb,19.32,95.22,1178,0.0006729,1.0,VBZ,verb
Making,Verb,-1.71,3.02,1172,0.0006695000000000001,1.0,VBG,verb
Food,Noun,53.22,34.62,1168,0.0006672000000000001,1.0,NN,noun
Book,Noun,-39.42,106.11,1168,0.0006672000000000001,1.0,NN,noun
Past,Other,109.76,-22.32,1163,0.0006644,1.0,IN,other
Seat,Noun,121.16,-25.99,1152,0.0006581,1.0,NN,noun
Pick,Verb,58.76,35.45,1151,0.0006575,1.0,VB,verb
Feeling,Noun,34.73,84.6,1147,0.0006552000000000001,1.0,NN,noun
Laugh,Noun,7.71,83.95,1135,0.0006484,1.0,NN,noun
Stay,Verb,27.35,81.87,1123,0.0006415,1.0,VB,verb
Blue,Adjective,86.64,20.69,1121,0.0006404,1.0,JJ,adjective
Never,Adverb,2.94,92.55,1117,0.0006381000000000001,1.0,RB,adverb
Heard,Verb,33.67,62.25,1116,0.0006375,1.0,VBD,verb
Waiting,Verb,26.0,99.65,1110,0.0006341000000000001,1.0,VBG,verb
Happy,Adjective,-6.84,85.95,1107,0.0006324,1.0,JJ,adjective
Brother,Noun,1.33,47.99,1100,0.0006284,1.0,NN,noun
Kitchen,Noun,64.27,38.86,1096,0.0006261,1.0,NN,noun
Ready,Adjective,27.41,93.63,1090,0.0006227,1.0,JJ,adjective
Computer,Noun,-42.99,96.09,1090,0.0006227,1.0,NN,noun
Paper,Noun,-41.94,104.4,1085,0.0006198,1.0,NN,noun
Better,Adjective,2.1,96.04,1084,0.0006192,1.0,JJR,adjective
Upset,Adjective,19.75,85.65,1083,0.0006187,1.0,JJ,adjective
Enough,Adverb,12.67,92.85,1082,0.0006181,1.0,RB,adverb
Liked,Verb,-76.82,67.32,1073,0.0006129999999999999,1.0,VBD,verb
Telling,Verb,-6.46,91.35,1072,0.0006123999999999999,1.0,VBG,verb
Couple,Noun,74.13,26.59,1071,0.0006117999999999999,1.0,NN,noun
Several,Adjective,75.06,22.18,1067,0.0006095,1.0,JJ,adjective
Sex,Noun,40.54,82.69,1056,0.0006033,1.0,NN,noun
Living,Noun,66.12,46.26,1054,0.0006020999999999999,1.0,NN,noun
Gets,Verb,39.06,69.35,1047,0.0005981,1.0,VBZ,verb
Somehow,Noun,83.56,-17.11,1047,0.0005981,1.0,NN,noun
Teacher,Noun,-53.59,94.57,1045,0.000597,1.0,NN,noun
Ok,Proper Noun,13.31,99.22,1044,0.0005964,1.0,NNP,proper noun
Might,Other,6.56,101.53,1042,0.0005952999999999999,1.0,MD,other
Anyway,Proper Noun,2.45,99.67,1041,0.0005947,1.0,NNP,proper noun
Seemed,Verb,5.81,105.15,1035,0.0005912999999999999,1.0,VBD,verb
Hall,Noun,99.41,7.84,1032,0.0005895,1.0,NN,noun
Middle,Noun,109.39,-3.72,1020,0.0005827000000000001,1.0,NN,noun
Chair,Noun,68.32,58.23,1017,0.0005809999999999999,1.0,NN,noun
Dead,Adjective,99.01,42.33,1016,0.0005803999999999999,1.0,JJ,adjective
Tv,Noun,-68.85,71.84,1006,0.0005747,1.0,NN,noun
Quite,Adverb,7.1,105.02,1005,0.0005741,1.0,RB,adverb
Seem,Verb,3.57,104.04,1005,0.0005741,1.0,VBP,verb
Box,Noun,63.07,28.04,999,0.0005707,1.0,NN,noun
Years,Noun,-13.9,99.15,998,0.0005701,1.0,NNS,noun
Wont,Verb,12.97,93.9,981,0.0005604,1.0,VBP,verb
Watch,Verb,-67.07,71.8,979,0.0005593,1.0,VB,verb
Hands,Noun,50.92,81.38,973,0.0005558,1.0,NNS,noun
Sleep,Verb,53.51,63.48,972,0.0005553,1.0,VB,verb
Money,Noun,45.04,43.93,969,0.0005536,1.0,NN,noun
Either,Other,3.87,103.64,966,0.0005518,1.0,CC,other
Second,Adjective,61.75,51.63,961,0.000549,1.0,JJ,adjective
Read,Verb,-37.97,106.91,959,0.0005478,1.0,VB,verb
Bedroom,Noun,66.86,43.5,948,0.0005416,1.0,NN,noun
Asks,Verb,20.22,97.34,946,0.0005404,1.0,VBZ,verb
Toilet,Noun,70.76,40.12,942,0.0005381,1.0,NN,noun
Annoyed,Verb,12.29,100.22,942,0.0005381,1.0,VBN,verb
Four,Other,56.08,50.12,941,0.0005376000000000001,1.0,CD,other
Hit,Verb,89.13,-19.07,939,0.0005364,1.0,VBD,verb
Pool,Noun,98.48,-45.13,939,0.0005364,1.0,NN,noun
Bag,Noun,57.56,37.48,934,0.0005336000000000001,1.0,NN,noun
Already,Adverb,-16.22,106.55,933,0.000533,1.0,RB,adverb
Full,Adjective,64.0,27.03,930,0.0005313,1.0,JJ,adjective
Green,Adjective,86.11,19.35,930,0.0005313,1.0,JJ,adjective
Guess,Verb,3.77,99.71,925,0.0005283999999999999,1.0,VBP,verb
Notice,Verb,79.11,6.74,923,0.0005273,1.0,VBP,verb
Yet,Adverb,-8.83,98.03,923,0.0005273,1.0,RB,adverb
Everything,Noun,64.66,32.87,922,0.0005267000000000001,1.0,NN,noun
Without,Other,28.96,97.41,922,0.0005267000000000001,1.0,IN,other
Isnt,Verb,15.3,95.17,918,0.0005244,1.0,VBZ,verb
Wait,Verb,26.02,99.33,917,0.0005237999999999999,1.0,VB,verb
Pull,Verb,96.6,-26.39,914,0.0005221000000000001,1.0,VB,verb
Dreamt,Verb,33.41,45.29,907,0.0005181,1.0,VBP,verb
Pulled,Verb,99.96,-12.78,904,0.0005164,1.0,VBD,verb
Feet,Noun,89.41,11.64,903,0.0005158,1.0,NNS,noun
Park,Noun,114.96,-27.77,902,0.0005153,1.0,NN,noun
Ones,Noun,68.52,24.98,901,0.0005147,1.0,NNS,noun
City,Proper Noun,117.73,-32.59,898,0.000513,1.0,NNP,proper noun
Boat,Noun,100.85,-42.6,897,0.0005124,1.0,NN,noun
Train,Noun,116.69,-28.97,897,0.0005124,1.0,NN,noun
Hadnt,Verb,-13.04,107.62,894,0.0005107,1.0,VBP,verb
Line,Noun,74.49,52.06,892,0.0005096,1.0,NN,noun
Ground,Noun,98.6,-36.19,890,0.0005084,1.0,NN,noun
Bill,Proper Noun,-11.82,93.23,890,0.0005084,1.0,NNP,proper noun
Doors,Noun,103.94,12.52,889,0.0005078,1.0,NNS,noun
Truck,Noun,119.05,-24.24,889,0.0005078,1.0,NN,noun
Moved,Verb,69.13,60.35,885,0.0005056,1.0,VBD,verb
Hurt,Verb,22.98,83.69,883,0.0005044,1.0,VB,verb
Moving,Verb,104.79,-9.22,881,0.0005033,1.0,VBG,verb
Wrong,Adjective,-3.28,95.72,877,0.0005009999999999999,1.0,JJ,adjective
Late,Adjective,-18.82,101.72,876,0.0005003999999999999,1.0,JJ,adjective
Hold,Verb,51.53,81.55,875,0.0004999,1.0,VB,verb
Fire,Noun,88.88,-20.51,874,0.0004993,1.0,NN,noun
Corner,Noun,69.2,61.84,871,0.0004976,1.0,NN,noun
Fast,Adverb,104.24,-25.64,870,0.0004969999999999999,1.0,RB,adverb
Seen,Verb,-9.49,108.73,868,0.0004959,1.0,VBN,verb
Since,Other,-11.04,100.88,867,0.0004953000000000001,1.0,IN,other
Eat,Verb,53.19,34.54,865,0.0004941,1.0,VB,verb
Tells,Verb,19.33,96.37,851,0.0004861000000000001,1.0,VBZ,verb
Onto,Other,98.22,-36.41,850,0.0004856,1.0,IN,other
Children,Noun,37.8,93.3,847,0.00048389999999999994,1.0,NNS,noun
Stopped,Verb,112.26,-25.59,845,0.00048269999999999997,1.0,VBD,verb
Sound,Noun,32.33,46.96,842,0.000481,1.0,NN,noun
Etc,Noun,61.58,18.16,838,0.0004787,1.0,NN,noun
Whole,Adjective,7.36,108.62,830,0.00047410000000000003,1.0,JJ,adjective
Scared,Adjective,97.38,-19.56,830,0.00047410000000000003,1.0,JJ,adjective
Quickly,Adverb,96.23,-24.85,830,0.00047410000000000003,1.0,RB,adverb
Instead,Adverb,52.63,12.27,827,0.00047240000000000004,1.0,RB,adverb
Suddenly,Adverb,102.36,-23.33,825,0.0004713,1.0,RB,adverb
Somebody,Noun,-3.88,98.31,818,0.00046730000000000003,1.0,NN,noun
Church,Noun,-40.55,80.14,816,0.0004661000000000001,1.0,NN,noun
Music,Noun,-31.13,90.35,816,0.0004661000000000001,1.0,NN,noun
Change,Verb,41.96,56.18,815,0.00046560000000000004,1.0,VB,verb
Job,Noun,-31.28,98.92,814,0.000465,1.0,NN,noun
Trouble,Noun,29.36,97.23,813,0.0004644,1.0,NN,noun
Lying,Verb,56.85,67.7,811,0.0004633,1.0,VBG,verb
Picture,Noun,-41.18,106.17,810,0.00046269999999999997,1.0,NN,noun
Lost,Verb,105.2,-15.33,808,0.0004616000000000001,1.0,VBN,verb
Apartment,Noun,66.09,43.12,807,0.00046100000000000004,1.0,NN,noun
